Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	34/92	1.514192e-56	8.300528e-55	0	0	1.762351e+02	2.265148e+04	RPL4;RPL5;RPL3;RPLP1;RPL12;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPS3A;RPSA;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	34/108	1.089079e-53	5.472623e-52	0	0	1.380188e+02	1.683163e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Influenza Infection R-HSA-168255	37/157	3.093252e-53	1.434793e-51	0	0	9.680688e+01	1.170471e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;HSP90AA1;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;CANX;RPL27;RPS20;FAU;CALR;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	34/112	4.681938e-53	2.016578e-51	0	0	1.309145e+02	1.577432e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Selenoamino Acid Metabolism R-HSA-2408522	34/114	9.482507e-53	3.811968e-51	0	0	1.276288e+02	1.528834e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	37/167	3.977900e-52	1.499171e-50	0	0	8.931502e+01	1.057076e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Signaling By ROBO Receptors R-HSA-376176	39/209	7.052776e-52	2.501661e-50	0	0	7.420154e+01	8.739532e+03	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RHOA;RPS25;RPL27;RPS20;FAU;RPL29;PFN1;RPS21;RPS24;RPS23
Reactome_2022	Influenza Viral RNA Transcription And Replication R-HSA-168273	35/137	1.229890e-51	4.120132e-50	0	0	1.045143e+02	1.225168e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;HSP90AA1;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Infectious Disease R-HSA-5663205	58/961	2.685435e-50	8.522722e-49	0	0	2.905200e+01	3.316036e+03	RPL4;YWHAE;RPL5;RPL3;HSP90AB1;RPLP1;ENO1;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;YWHAQ;RPL18A;RPL36;RPL35;RPLP2;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;TUBB;RPSA;RPS3A;YWHAZ;DAD1;CANX;RPL27;RPL29;SLC25A5;PPIA;SNRPB;RPL12;RPL11;PSMA7;GANAB;PSMB4;UBC;RPS2;XRCC6;NPM1;CNBP;PTGES3;RPL35A;EEF2;FKBP1A;RPS25;RPS20;FAU;CALR;RPS21;RPS24;RPS23
Reactome_2022	Cellular Response To Starvation R-HSA-9711097	35/153	9.605257e-50	2.895985e-48	0	0	9.026988e+01	1.018849e+04	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23;ATF4
Reactome_2022	Translation R-HSA-72766	40/281	3.049346e-48	8.755980e-47	0	0	5.438174e+01	5.949861e+03	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;EEF1B2;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;EIF4H;RPL35;RPLP2;RPS2;RPL39;RPS13;EIF4B;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;EEF2;EEF1A1;RPS25;EIF3I;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	34/179	3.004362e-45	8.234684e-44	0	0	7.018495e+01	7.195099e+03	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	rRNA Processing In Nucleus And Cytosol R-HSA-8868773	34/189	2.231694e-44	5.850920e-43	0	0	6.562366e+01	6.595898e+03	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	rRNA Processing R-HSA-72312	34/199	1.476755e-43	3.710347e-42	0	0	6.161524e+01	6.076576e+03	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Metabolism Of RNA R-HSA-8953854	47/666	1.175529e-42	2.835375e-41	0	0	2.762237e+01	2.666853e+03	RPL4;RPL5;SET;RPL3;RPL12;RPLP1;RPL11;SRSF1;HNRNPU;YBX1;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;PCBP1;UBC;RPL36;RPL35;RPLP2;RPS2;HNRNPA1;RPL39;RPS13;EIF4B;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;YWHAZ;RPS25;HNRNPA2B1;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;SNRPB;RPS23
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	48/722	1.985392e-42	4.604582e-41	0	0	2.633097e+01	2.528373e+03	RPL4;YWHAE;RPL5;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;HSPA9;HSP90AA1;RPL21;HSPA5;RPS8;RPS5;PTGES3;RPL35A;RPSA;RPS3A;COX6B1;EEF1A1;RPS25;RPL27;RPS20;HDGF;FAU;CALR;RPL29;RPS21;RPS24;RPS23;ATF4
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	48/736	4.962037e-42	1.108188e-40	0	0	2.577639e+01	2.451509e+03	RPL4;YWHAE;RPL5;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;HSPA9;HSP90AA1;RPL21;HSPA5;RPS8;RPS5;PTGES3;RPL35A;RPSA;RPS3A;COX6B1;EEF1A1;RPS25;RPL27;RPS20;HDGF;FAU;CALR;RPL29;RPS21;RPS24;RPS23;ATF4
Reactome_2022	Axon Guidance R-HSA-422475	42/519	3.355982e-40	7.227346e-39	0	0	2.948623e+01	2.680082e+03	RPL4;RPL5;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RHOA;RPS25;RPL27;RPS20;FAU;RPL29;PFN1;RPS21;RPS24;RPS23
Reactome_2022	Nervous System Development R-HSA-9675108	42/545	2.635920e-39	5.480896e-38	0	0	2.792466e+01	2.480592e+03	RPL4;RPL5;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RHOA;RPS25;RPL27;RPS20;FAU;RPL29;PFN1;RPS21;RPS24;RPS23
Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	36/364	2.786414e-37	5.600692e-36	0	0	3.356479e+01	2.825178e+03	RPL4;RPL5;RPL3;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RPS25;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Disease R-HSA-1643685	59/1736	5.512051e-37	1.072183e-35	0	0	1.563706e+01	1.305518e+03	RPL4;YWHAE;RPL5;RPL3;HSP90AB1;RPLP1;ENO1;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS16;RPS19;YWHAQ;RPL18A;BSG;RPL36;RPL35;RPLP2;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;TUBB;RPSA;RPS3A;YWHAZ;DAD1;CANX;RPL27;RPL29;SLC25A5;PPIA;SNRPB;RPL12;RPL11;PSMA7;GANAB;PSMB4;UBC;RPS2;XRCC6;NPM1;CNBP;PTGES3;RPL35A;EEF2;FKBP1A;RPS25;RPS20;FAU;CALR;RPS21;RPS24;RPS23
Reactome_2022	Ribosomal Scanning And Start Codon Recognition R-HSA-72702	19/57	1.699674e-30	3.105768e-29	0	0	1.226049e+02	8.404215e+03	RPS8;RPS5;RPS3A;RPSA;RPS14;RPS25;RPS17;RPS16;RPS19;EIF3I;EIF4H;RPS20;RPS2;FAU;RPS21;RPS13;EIF4B;RPS24;RPS23
Reactome_2022	Translation Initiation Complex Formation R-HSA-72649	19/57	1.699674e-30	3.105768e-29	0	0	1.226049e+02	8.404215e+03	RPS8;RPS5;RPS3A;RPSA;RPS14;RPS25;RPS17;RPS16;RPS19;EIF3I;EIF4H;RPS20;RPS2;FAU;RPS21;RPS13;EIF4B;RPS24;RPS23
Reactome_2022	Metabolism Of Proteins R-HSA-392499	55/1890	1.872624e-30	3.321154e-29	0	0	1.203239e+01	8.236200e+02	RPL4;RPL5;RPL3;RPLP1;RPL10A;TOMM20;RPL9;RPL6;EEF1B2;RPS14;RPS17;TUBA1B;RPS16;RPS19;RPL18A;RPL36;RPL35;RPLP2;RPL39;RPS13;CCT3;RPL21;RPS8;RPS5;TUBB;RPSA;RPS3A;RHOA;EEF1A1;DAD1;CANX;RPL27;RPL29;RPL12;RPL11;PSMA7;GANAB;PSMB4;UBC;EIF4H;RPS2;EIF4B;CCT4;NPM1;RPL35A;EEF2;TUBB4B;RPS25;EIF3I;RPS20;FAU;CALR;RPS21;RPS24;RPS23
Reactome_2022	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	19/58	2.518036e-30	4.338216e-29	0	0	1.194552e+02	8.141359e+03	RPS8;RPS5;RPS3A;RPSA;RPS14;RPS25;RPS17;RPS16;RPS19;EIF3I;EIF4H;RPS20;RPS2;FAU;RPS21;RPS13;EIF4B;RPS24;RPS23
Reactome_2022	SARS-CoV Infections R-HSA-9679506	30/369	2.667774e-28	4.468521e-27	0	0	2.472946e+01	1.570101e+03	YWHAE;HSP90AB1;RPS14;RPS17;GANAB;RPS16;RPS19;YWHAQ;UBC;RPS2;RPS13;HSP90AA1;RPS8;CNBP;RPS5;PTGES3;TUBB;RPSA;RPS3A;YWHAZ;FKBP1A;RPS25;DAD1;CANX;RPS20;FAU;RPS21;RPS24;SNRPB;RPS23
Reactome_2022	SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678	17/47	4.417977e-28	7.200108e-27	0	0	1.356586e+02	8.544690e+03	RPS8;RPS5;RPS3A;RPSA;RPS14;RPS25;RPS17;RPS16;RPS19;RPS20;RPS2;FAU;RPS21;RPS13;RPS24;RPS23;SNRPB
Reactome_2022	Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	17/50	1.568596e-27	2.489115e-26	0	0	1.233074e+02	7.610486e+03	RPS8;RPS5;RPS3A;RPSA;RPS14;RPS25;RPS17;RPS16;RPS19;EIF3I;RPS20;RPS2;FAU;RPS21;RPS13;RPS24;RPS23
Reactome_2022	SARS-CoV-2 Infection R-HSA-9694516	27/283	2.564107e-27	3.964505e-26	0	0	2.838121e+01	1.737730e+03	YWHAE;HSP90AB1;RPS14;RPS17;GANAB;RPS16;RPS19;YWHAQ;UBC;RPS2;RPS13;HSP90AA1;RPS8;CNBP;RPS5;RPSA;RPS3A;YWHAZ;RPS25;DAD1;CANX;RPS20;FAU;RPS21;RPS24;SNRPB;RPS23
Reactome_2022	Developmental Biology R-HSA-1266738	42/1073	2.838379e-27	4.278856e-26	0	0	1.325292e+01	8.101054e+02	RPL4;RPL5;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;RPL35A;RPSA;RPS3A;RHOA;RPS25;RPL27;RPS20;FAU;RPL29;PFN1;RPS21;RPS24;RPS23
Reactome_2022	SARS-CoV-2-host Interactions R-HSA-9705683	23/196	2.168749e-25	3.189648e-24	0	0	3.406058e+01	1.934317e+03	YWHAE;HSP90AA1;HSP90AB1;RPS8;CNBP;RPS5;RPSA;RPS3A;YWHAZ;RPS25;RPS14;RPS17;RPS16;RPS19;YWHAQ;RPS20;FAU;RPS2;RPS21;RPS24;RPS13;SNRPB;RPS23
Reactome_2022	Metabolism R-HSA-1430728	46/2049	5.318876e-20	7.636387e-19	0	0	7.611379e+00	3.377964e+02	RPL4;RPL5;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;ENO1;RPL10A;RPL9;RPL6;PSMA7;RPS14;RPS17;PSMB4;RPS16;RPS19;RPL18A;BSG;UBC;RPL36;RPL35;RPLP2;RPS2;RPL39;RPS13;HSP90AA1;TPI1;RPL21;RPS8;RPS5;PTGES3;RPL35A;RPSA;RPS3A;COX6B1;RPS25;PKM;NDUFS5;RPL27;RPS20;FAU;RPL29;RPS21;RPS24;RPS23
Reactome_2022	Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960	5/26	1.709460e-07	2.397219e-06	0	0	4.982206e+01	7.763232e+02	CCT3;TUBA1B;TUBB;TUBB4B;CCT4
Reactome_2022	HSF1 Activation R-HSA-3371511	5/29	3.049720e-07	4.179502e-06	0	0	4.358772e+01	6.539486e+02	YWHAE;EEF1A1;HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	5/33	5.999247e-07	8.038990e-06	0	0	3.735338e+01	5.351418e+02	CCT3;TUBA1B;TUBB;TUBB4B;CCT4
Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556	7/99	6.456173e-07	8.463201e-06	0	0	1.620570e+01	2.309808e+02	EEF1A1;HSPA9;YWHAE;HSP90AA1;HSP90AB1;HSPA5;PTGES3
Reactome_2022	Uptake And Function Of Diphtheria Toxin R-HSA-5336415	3/6	2.399297e-06	3.078247e-05	0	0	2.051237e+02	2.654370e+03	HSP90AA1;HSP90AB1;EEF2
Reactome_2022	Chaperone Mediated Autophagy R-HSA-9613829	4/20	2.680321e-06	3.367153e-05	0	0	5.178125e+01	6.643314e+02	EEF1A1;HSP90AA1;HSP90AB1;UBC
Reactome_2022	G2/M Transition R-HSA-69275	8/182	3.675918e-06	4.523629e-05	0	0	9.858071e+00	1.233610e+02	YWHAE;HSP90AA1;PSMB4;HSP90AB1;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Neutrophil Degranulation R-HSA-6798695	12/468	3.815084e-06	4.600992e-05	0	0	5.814593e+00	7.254605e+01	EEF1A1;ACTR2;XRCC6;HSP90AA1;PKM;HSP90AB1;TUBB;EEF2;TUBB4B;ILF2;PPIA;RHOA
Reactome_2022	Mitotic G2-G2/M Phases R-HSA-453274	8/184	3.985937e-06	4.712785e-05	0	0	9.745059e+00	1.211578e+02	YWHAE;HSP90AA1;PSMB4;HSP90AB1;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Calnexin/calreticulin Cycle R-HSA-901042	4/26	8.082296e-06	9.372354e-05	0	0	3.764773e+01	4.414510e+02	GANAB;UBC;CANX;CALR
Reactome_2022	ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	3/9	9.967716e-06	1.134063e-04	0	0	1.025464e+02	1.180941e+03	HSPA5;CALR;ATF4
Reactome_2022	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	4/28	1.098463e-05	1.226617e-04	0	0	3.450694e+01	3.940353e+02	CCT3;TUBB;TUBB4B;CCT4
Reactome_2022	Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276	5/59	1.141851e-05	1.251884e-04	0	0	1.934308e+01	2.201296e+02	HSP90AA1;PSMB4;HSP90AB1;UBC;PSMA7
Reactome_2022	ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033	3/11	1.943756e-05	2.093009e-04	0	0	7.690206e+01	8.342569e+02	HSPA5;CALR;ATF4
Reactome_2022	Cell Cycle R-HSA-1640170	13/654	2.263196e-05	2.394223e-04	0	0	4.489519e+00	4.802056e+01	YWHAE;HSP90AA1;NPM1;SET;HSP90AB1;TUBB;TUBB4B;YWHAZ;PSMA7;TUBA1B;PSMB4;YWHAQ;UBC
Reactome_2022	N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668	4/35	2.734670e-05	2.843114e-04	0	0	2.670565e+01	2.805939e+02	GANAB;UBC;CANX;CALR
Reactome_2022	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	3/13	3.344768e-05	3.361492e-04	0	0	6.151546e+01	6.339493e+02	YWHAE;YWHAQ;YWHAZ
Reactome_2022	SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779	3/13	3.344768e-05	3.361492e-04	0	0	6.151546e+01	6.339493e+02	YWHAE;YWHAQ;YWHAZ
Reactome_2022	mRNA Splicing - Major Pathway R-HSA-72163	7/181	3.489260e-05	3.449220e-04	0	0	8.533061e+00	8.757682e+01	PCBP1;SRSF1;HNRNPA2B1;HNRNPU;YBX1;HNRNPA1;SNRPB
Reactome_2022	mRNA Splicing R-HSA-72172	7/189	4.595112e-05	4.469117e-04	0	0	8.154673e+00	8.144832e+01	PCBP1;SRSF1;HNRNPA2B1;HNRNPU;YBX1;HNRNPA1;SNRPB
Reactome_2022	Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372	5/79	4.750091e-05	4.546516e-04	0	0	1.410100e+01	1.403721e+02	FKBP1A;PSMB4;UBC;PPIA;PSMA7
Reactome_2022	Host Interactions Of HIV Factors R-HSA-162909	6/130	4.857157e-05	4.576352e-04	0	0	1.017982e+01	1.011108e+02	NPM1;PSMB4;UBC;SLC25A5;PPIA;PSMA7
Reactome_2022	Activation Of BAD And Translocation To Mitochondria R-HSA-111447	3/15	5.282681e-05	4.900702e-04	0	0	5.125773e+01	5.048114e+02	YWHAE;YWHAQ;YWHAZ
Reactome_2022	TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791	3/16	6.478178e-05	5.918699e-04	0	0	4.731245e+01	4.563043e+02	FKBP1A;UBC;RHOA
Reactome_2022	Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942	5/87	7.545839e-05	6.791255e-04	0	0	1.272015e+01	1.207388e+02	YWHAE;HSP90AA1;TUBB;UBC;TUBB4B
