Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Axon Guidance R-HSA-422475	44/519	3.516849e-43	8.007594e-42	0	0	3.213158e+01	3.140977e+03	RPL4;RPL30;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;UBC;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPL23A;RHOA;RPS25;RPS27;RPL27;PABPC1;RPL29;PFN1;RPS21;RPS24
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	48/722	1.985392e-42	4.353155e-41	0	0	2.633097e+01	2.528373e+03	RPL4;RPL30;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;COX6A1;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;UBC;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;COX8A;HSPA9;HSP90AA1;RPL21;HSPA5;RPS8;RPS5;PTGES3;RPS6;RPL13A;RPL35A;RPSA;RPL23A;COX6B1;RPS25;RPS27;RPL27;CALR;RPL29;RPS21;RPS24;ATF4
Reactome_2022	Nervous System Development R-HSA-9675108	44/545	3.079781e-42	6.511537e-41	0	0	3.042330e+01	2.907972e+03	RPL4;RPL30;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;UBC;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPL23A;RHOA;RPS25;RPS27;RPL27;PABPC1;RPL29;PFN1;RPS21;RPS24
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	48/736	4.962037e-42	1.012940e-40	0	0	2.577639e+01	2.451509e+03	RPL4;RPL30;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;COX6A1;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;UBC;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;COX8A;HSPA9;HSP90AA1;RPL21;HSPA5;RPS8;RPS5;PTGES3;RPS6;RPL13A;RPL35A;RPSA;RPL23A;COX6B1;RPS25;RPS27;RPL27;CALR;RPL29;RPS21;RPS24;ATF4
Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	37/364	8.063793e-39	1.591255e-37	0	0	3.515368e+01	3.083450e+03	RPL4;RPL30;RPL3;RPL12;RPLP1;RPL11;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;RPL21;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPL23A;RPS25;RPS27;RPL27;RPL29;RPS21;RPS24
Reactome_2022	Disease R-HSA-1643685	57/1736	1.238625e-34	2.365374e-33	0	0	1.438560e+01	1.123140e+03	RPL4;RPL30;RPL3;HSP90AB1;RPLP1;ENO1;RPL8;RPL9;RPL6;RPL7A;RPS17;RPS16;SNRPD2;RPS19;RPL18A;BSG;RPL36;RPL35;RPS11;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;TUBB;RPS6;RPL13A;RPSA;CANX;RPL27;RPL29;SLC25A5;PPIA;SNRPB;RAB7A;DDX5;RPL12;RPL11;PSMA7;GANAB;UBC;RPS3;RPS2;RPL18;NPM1;PTGES3;RPL35A;RPL23A;EEF2;RPS25;HNRNPK;RPS27;CALR;RPS21;RPS24
Reactome_2022	Metabolism Of Proteins R-HSA-392499	56/1890	1.522819e-31	2.817215e-30	0	0	1.253713e+01	8.896292e+02	RPL4;RPL30;RPL3;RPLP1;RPL8;TOMM20;RPL9;RPL6;EEF1B2;RPL7A;RPS17;TUBA1B;RPS16;RPS19;RPL18A;RPL36;RPL35;RPS11;RPL39;RPS13;RPL21;RPS8;RPS5;TUBB;RPS6;RPL13A;RPSA;RHOA;CANX;RPL27;PFDN2;PABPC1;RPL29;RAB7A;DDX5;RPL12;RPL11;PSMA7;GANAB;UBC;RPS3;EIF4H;RPS2;RPL18;EIF4B;NPM1;RPL35A;RPL23A;EEF2;TUBB4B;RPS25;HNRNPK;RPS27;CALR;RPS21;RPS24
Reactome_2022	Developmental Biology R-HSA-1266738	44/1073	1.469366e-29	2.635953e-28	0	0	1.440934e+01	9.566383e+02	RPL4;RPL30;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;UBC;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;ACTR2;HSP90AA1;RPL21;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPL23A;RHOA;RPS25;RPS27;RPL27;PABPC1;RPL29;PFN1;RPS21;RPS24
Reactome_2022	Translation Initiation Complex Formation R-HSA-72649	18/57	2.007761e-28	3.495866e-27	0	0	1.117880e+02	7.129320e+03	RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;RPS16;RPS27;RPS19;EIF4H;RPS3;PABPC1;RPS2;RPS11;RPS21;RPS13;EIF4B;RPS24
Reactome_2022	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	18/58	2.899983e-28	4.905114e-27	0	0	1.089878e+02	6.910664e+03	RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;RPS16;RPS27;RPS19;EIF4H;RPS3;PABPC1;RPS2;RPS11;RPS21;RPS13;EIF4B;RPS24
Reactome_2022	SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678	17/47	4.417977e-28	7.265117e-27	0	0	1.356586e+02	8.544690e+03	RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;RPS16;RPS27;RPS19;SNRPD2;RPS3;RPS2;RPS11;RPS21;RPS13;RPS24;SNRPB
Reactome_2022	Ribosomal Scanning And Start Codon Recognition R-HSA-72702	17/57	2.164322e-26	3.462916e-25	0	0	1.016928e+02	6.009545e+03	RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;RPS16;RPS27;RPS19;EIF4H;RPS3;RPS2;RPS11;RPS21;RPS13;EIF4B;RPS24
Reactome_2022	Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	15/50	1.986297e-23	3.094442e-22	0	0	1.001597e+02	5.235665e+03	RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;RPS16;RPS27;RPS19;RPS3;RPS2;RPS11;RPS21;RPS13;RPS24
Reactome_2022	Metabolism R-HSA-1430728	48/2049	8.350533e-22	1.267568e-20	0	0	8.256948e+00	4.007473e+02	RPL4;RPL30;RPL3;HSP90AB1;RPL12;RPLP1;RPL11;ENO1;COX6A1;RPL8;RPL9;RPL6;PSMA7;RPL7A;RPS17;RPS16;RPS19;RPL18A;BSG;UBC;RPS3;RPL36;RPL35;RPS2;RPL18;RPS11;RPL39;RPS13;COX8A;HSP90AA1;RPL21;RPS8;RPS5;PTGES3;RPS6;RPL13A;RPL35A;RPSA;RPL23A;COX6B1;RPS25;RPS27;PKM;NDUFS5;RPL27;RPL29;RPS21;RPS24
Reactome_2022	SARS-CoV-2 Infection R-HSA-9694516	23/283	1.119179e-21	1.656384e-20	0	0	2.256344e+01	1.088498e+03	DDX5;HSP90AA1;HSP90AB1;RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;GANAB;RPS27;RPS16;SNRPD2;RPS19;UBC;CANX;RPS3;RPS2;RPS11;RPS21;RPS24;RPS13;SNRPB
Reactome_2022	SARS-CoV Infections R-HSA-9679506	25/369	1.365159e-21	1.971157e-20	0	0	1.894961e+01	9.103965e+02	DDX5;HSP90AB1;RPS17;GANAB;RPS16;SNRPD2;RPS19;UBC;RPS3;RPS2;RPS11;RPS13;HSP90AA1;RPS8;RPS5;PTGES3;TUBB;RPS6;RPSA;RPS25;RPS27;CANX;RPS21;RPS24;SNRPB
Reactome_2022	SARS-CoV-2-host Interactions R-HSA-9705683	19/196	1.859086e-19	2.620427e-18	0	0	2.613776e+01	1.127296e+03	HSP90AA1;HSP90AB1;RPS8;RPS5;RPS6;RPSA;RPS25;RPS17;RPS27;RPS16;SNRPD2;RPS19;RPS3;RPS2;RPS11;RPS21;RPS24;RPS13;SNRPB
Reactome_2022	Uptake And Function Of Diphtheria Toxin R-HSA-5336415	3/6	2.399297e-06	3.303218e-05	0	0	2.051237e+02	2.654370e+03	HSP90AA1;HSP90AB1;EEF2
Reactome_2022	Neutrophil Degranulation R-HSA-6798695	12/468	3.815084e-06	5.133023e-05	0	0	5.814593e+00	7.254605e+01	ACTR2;HSP90AA1;PKM;HSP90AB1;TUBB;EEF2;TUBB4B;ILF2;PPIA;RHOA;FTL;RAB7A
Reactome_2022	Calnexin/calreticulin Cycle R-HSA-901042	4/26	8.082296e-06	1.063271e-04	0	0	3.764773e+01	4.414510e+02	GANAB;UBC;CANX;CALR
Reactome_2022	ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	3/9	9.967716e-06	1.282802e-04	0	0	1.025464e+02	1.180941e+03	HSPA5;CALR;ATF4
Reactome_2022	ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033	3/11	1.943756e-05	2.448306e-04	0	0	7.690206e+01	8.342569e+02	HSPA5;CALR;ATF4
Reactome_2022	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	4/33	2.153627e-05	2.656140e-04	0	0	2.855029e+01	3.067949e+02	TUBA1B;TUBB;PFDN2;TUBB4B
Reactome_2022	N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668	4/35	2.734670e-05	3.303928e-04	0	0	2.670565e+01	2.805939e+02	GANAB;UBC;CANX;CALR
Reactome_2022	mRNA Splicing - Major Pathway R-HSA-72163	7/181	3.489260e-05	4.131284e-04	0	0	8.533061e+00	8.757682e+01	DDX5;HNRNPK;SNRPD2;PCBP1;HNRNPU;YBX1;SNRPB
Reactome_2022	mRNA Splicing R-HSA-72172	7/189	4.595112e-05	5.333934e-04	0	0	8.154673e+00	8.144832e+01	DDX5;HNRNPK;SNRPD2;PCBP1;HNRNPU;YBX1;SNRPB
Reactome_2022	Chaperone Mediated Autophagy R-HSA-9613829	3/20	1.299750e-04	1.479715e-03	0	0	3.617283e+01	3.236806e+02	HSP90AA1;HSP90AB1;UBC
Reactome_2022	SARS-CoV-1 Infection R-HSA-9678108	4/52	1.324844e-04	1.479825e-03	0	0	1.723264e+01	1.538710e+02	DDX5;GANAB;CANX;UBC
Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556	5/99	1.393175e-04	1.527333e-03	0	0	1.108959e+01	9.846171e+01	HSPA9;HSP90AA1;HSP90AB1;HSPA5;PTGES3
Reactome_2022	Response Of Mtb To Phagocytosis R-HSA-9637690	3/22	1.743100e-04	1.876209e-03	0	0	3.236191e+01	2.800818e+02	UBC;ENO1;RAB7A
Reactome_2022	Post-chaperonin Tubulin Folding Pathway R-HSA-389977	3/23	1.997303e-04	2.111435e-03	0	0	3.074227e+01	2.618793e+02	TUBA1B;TUBB;TUBB4B
Reactome_2022	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	7/242	2.143943e-04	2.213290e-03	0	0	6.298559e+00	5.320829e+01	DDX5;HNRNPK;SNRPD2;PCBP1;HNRNPU;YBX1;SNRPB
Reactome_2022	Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276	4/59	2.168426e-04	2.213290e-03	0	0	1.503409e+01	1.268327e+02	HSP90AA1;HSP90AB1;UBC;PSMA7
Reactome_2022	TFAP2A Acts As A Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation R-HSA-8869496	2/5	2.450872e-04	2.418193e-03	0	0	1.353537e+02	1.125317e+03	NPM1;HSPD1
Reactome_2022	Maturation Of Spike Protein R-HSA-9683686	2/5	2.450872e-04	2.418193e-03	0	0	1.353537e+02	1.125317e+03	GANAB;CANX
Reactome_2022	Attenuation Phase R-HSA-3371568	3/26	2.900494e-04	2.725543e-03	0	0	2.672837e+01	2.177149e+02	HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960	3/26	2.900494e-04	2.725543e-03	0	0	2.672837e+01	2.177149e+02	TUBA1B;TUBB;TUBB4B
Reactome_2022	Infection With Mycobacterium Tuberculosis R-HSA-9635486	3/26	2.900494e-04	2.725543e-03	0	0	2.672837e+01	2.177149e+02	UBC;ENO1;RAB7A
Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	6/182	3.070999e-04	2.796971e-03	0	0	7.153288e+00	5.785821e+01	COX8A;UBC;COX6A1;PSMA7;ATF4;COX6B1
Reactome_2022	G2/M Transition R-HSA-69275	6/182	3.070999e-04	2.796971e-03	0	0	7.153288e+00	5.785821e+01	HSP90AA1;HSP90AB1;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Mitochondrial Protein Import R-HSA-1268020	4/65	3.152627e-04	2.827811e-03	0	0	1.355123e+01	1.092514e+02	HSPA9;CHCHD2;TOMM20;HSPD1
Reactome_2022	Mitotic G2-G2/M Phases R-HSA-453274	6/184	3.255951e-04	2.876900e-03	0	0	7.072197e+00	5.678872e+01	HSP90AA1;HSP90AB1;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170	3/28	3.628214e-04	3.055322e-03	0	0	2.458763e+01	1.947734e+02	HSPA5;CANX;CALR
